,code,name,prompt
319,6C43.1Z,"Harmful pattern of use of opioids, unspecified",
320,6C43.20,"Opioid dependence, current use","Disorder Name: Opioid dependence, current use
Disorder Code: 6C43.20
Disorder symptoms: Opioid dependence, with use of an opioid within the past month.
If you diagnose this disease exclude: Episode of harmful use of opioids; Harmful pattern of use of opioids"
321,6C43.21,"Opioid dependence, early full remission","Disorder Name: Opioid dependence, early full remission
Disorder Code: 6C43.21
Disorder symptoms: After a diagnosis of opioid dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from opioid use during a period lasting between 1 and 12 months.
If you diagnose this disease exclude: Episode of harmful use of opioids; Harmful pattern of use of opioids"
322,6C43.22,"Opioid dependence, sustained partial remission","Disorder Name: Opioid dependence, sustained partial remission
Disorder Code: 6C43.22
Disorder symptoms: After a diagnosis of Opioid dependence, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in opioid consumption for more than 12 months, such that even though opioid use has occurred during this period, the definitional requirements for dependence have not been met.
If you diagnose this disease exclude: Episode of harmful use of opioids; Harmful pattern of use of opioids"
323,6C43.23,"Opioid dependence, sustained full remission","Disorder Name: Opioid dependence, sustained full remission
Disorder Code: 6C43.23
Disorder symptoms: After a diagnosis of Opioid dependence, and often following a treatment episode or other intervention (including self-intervention), the person has been abstinent from opioids for 12 months or longer.
If you diagnose this disease exclude: Episode of harmful use of opioids; Harmful pattern of use of opioids"
324,6C43.2Z,"Opioid dependence, unspecified",
325,6C43.3,Opioid intoxication,"Disorder Name: Opioid intoxication
Disorder Code: 6C43.3
Disorder symptoms: Opioid intoxication is a clinically significant transient condition that develops during or shortly after the consumption of opioids that is characterised by disturbances in consciousness, cognition, perception, affect, behaviour, or coordination. These disturbances are caused by the known pharmacological effects of opioids and their intensity is closely related to the amount of opioids consumed. They are time-limited and abate as opioids are cleared from the body. Presenting features may include somnolence, stupor, mood changes (e.g. euphoria followed by apathy and dysphoria), psychomotor retardation, impaired judgment, respiratory depression, slurred speech, and impairment of memory and attention. In severe intoxication coma may ensue. A characteristic physical sign is pupillary constriction but this sign may be absent when intoxication is due to synthetic opioids. Severe opioid intoxication can lead to death due to respiratory depression.
If you diagnose this disease exclude: opioid poisoning; Possession trance disorder; fentanyl poisoning; oxycodone poisoning"
326,6C43.4,Opioid withdrawal,"Disorder Name: Opioid withdrawal
Disorder Code: 6C43.4
Disorder symptoms: Opioid withdrawal is a clinically significant cluster of symptoms, behaviours and/or physiological features, varying in degree of severity and duration, that occurs upon cessation or reduction of use of opioids in individuals who have developed Opioid dependence or have used opioids for a prolonged period or in large amounts. Opioid withdrawal can also occur when prescribed opioids have been used in standard therapeutic doses. Presenting features of Opioid withdrawal may include dysphoric mood, craving for an opioid, anxiety, nausea or vomiting, abdominal cramps, muscle aches, yawning, perspiration, hot and cold flushes, lacrimation, rhinorrhea, hypersomnia (typically in the initial phase) or insomnia, diarrhea, piloerection, and pupillary dilatation.
"
327,6C43.5,Opioid-induced delirium,"Disorder Name: Opioid-induced delirium
Disorder Code: 6C43.5
Disorder symptoms: Opioid-induced delirium is characterised by an acute state of disturbed attention and awareness with specific features of delirium that develops during or soon after substance intoxication or withdrawal or during the use of opioids. The amount and duration of opioid use must be capable of producing delirium. The symptoms are not better explained by a primary mental disorder, by use of or withdrawal from a different substance, or by another health condition that is not classified under Mental, Behavioural, and Neurodevelopmental Disorders.
If you have Delirium induced by opioid withdrawal other inclusions could be: Delirium induced by opioid withdrawal
"
328,6C43.6,Opioid-induced psychotic disorder,"Disorder Name: Opioid-induced psychotic disorder
Disorder Code: 6C43.6
Disorder symptoms: Opioid-induced psychotic disorder is characterised by psychotic symptoms (e.g. delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with or withdrawal from opioids. The intensity or duration of the symptoms is substantially in excess of psychotic-like disturbances of perception, cognition, or behaviour that are characteristic of Opioid intoxication or Opioid withdrawal. The amount and duration of opioid use must be capable of producing psychotic symptoms. The symptoms are not better explained by a primary mental disorder (e.g. Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the opioid use, if the symptoms persist for a substantial period of time after cessation of the opioid use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g. a history of prior episodes not associated with opioid use).
"
329,6C43.70,Opioid-induced mood disorder,"Disorder Name: Opioid-induced mood disorder
Disorder Code: 6C43.70
Disorder symptoms: Opioid-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with or withdrawal from opioids. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of Opioid intoxication or Opioid withdrawal. The amount and duration of opioid use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the opioid use, if the symptoms persist for a substantial period of time after cessation of the opioid use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with opioid use).
"
330,6C43.71,Opioid-induced anxiety disorder,"Disorder Name: Opioid-induced anxiety disorder
Disorder Code: 6C43.71
Disorder symptoms: Opioid-induced anxiety disorder is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with or withdrawal from opioids. The intensity or duration of the symptoms is substantially in excess of anxiety symptoms that are characteristic of Opioid intoxication or Opioid withdrawal. The amount and duration of opioid use must be capable of producing anxiety symptoms. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and Fear-Related Disorder, a Depressive Disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the opioid use, if the symptoms persist for a substantial period of time after cessation of the opioid use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with opioid use).
"
331,6C43.Y,Other specified disorders due to use of opioids,
332,6C43.Z,"Disorders due to use of opioids, unspecified",
333,6C44.0,"Episode of harmful use of sedatives, hypnotics or anxiolytics","Disorder Name: Episode of harmful use of sedatives, hypnotics or anxiolytics
Disorder Code: 6C44.0
Disorder symptoms: An episode of use of a sedative, hypnotic or anxiolytic that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication~ (2) direct or secondary toxic effects on body organs and systems~ or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to sedative, hypnotic or anxiolytic intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of sedative, hypnotic or anxiolytic use.
If you diagnose this disease exclude: Sedative, hypnotic or anxiolytic dependence; Harmful pattern of use of sedatives, hypnotics or anxiolytics"
334,6C44.10,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, episodic","Disorder Name: Harmful pattern of use of sedatives, hypnotics or anxiolytics, episodic
Disorder Code: 6C44.10
Disorder symptoms: A pattern of episodic or intermittent use of sedatives, hypnotics or anxiolytics that has caused clinically significant harm to a person’s physical or mental health or in which behaviour induced by sedatives, hypnotics or anxiolytics has caused clinically significant harm to the health of other people. The pattern of episodic or intermittent use of sedatives, hypnotics or anxiolytics is evident over a period of at least 12 months. Harm may be caused by the intoxicating effects of sedatives, hypnotics or anxiolytics, the direct or secondary toxic effects on body organs and systems, or a harmful route of administration.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Sedative, hypnotic or anxiolytic dependence"
335,6C44.11,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, continuous","Disorder Name: Harmful pattern of use of sedatives, hypnotics or anxiolytics, continuous
Disorder Code: 6C44.11
Disorder symptoms: A pattern of continuous use of sedatives, hypnotics or anxiolytics (daily or almost daily) that has caused clinically significant harm to a person’s physical or mental health or in which behaviour induced by sedatives, hypnotics or anxiolytics has caused clinically significant harm to the health of other people. The pattern of continuous use of sedatives, hypnotics or anxiolytics is evident over a period of at least one month. Harm may be caused by the intoxicating effects of sedatives, hypnotics or anxiolytics, the direct or secondary toxic effects on body organs and systems, or a harmful route of administration.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Sedative, hypnotic or anxiolytic dependence"
336,6C44.1Z,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, unspecified",
337,6C44.20,"Sedative, hypnotic or anxiolytic dependence, current use","Disorder Name: Sedative, hypnotic or anxiolytic dependence, current use
Disorder Code: 6C44.20
Disorder symptoms: Current Sedative, hypnotic or anxiolytic dependence with use of a sedative, hypnotic or anxiolytic drug within the past month.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Harmful pattern of use of sedatives, hypnotics or anxiolytics"
338,6C44.21,"Sedative, hypnotic or anxiolytic dependence, early full remission","Disorder Name: Sedative, hypnotic or anxiolytic dependence, early full remission
Disorder Code: 6C44.21
Disorder symptoms: After a diagnosis of Sedative, hypnotic or anxiolytic dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from sedatives, hypnotics or anxiolytics during a period lasting between 1 and 12 months.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Harmful pattern of use of sedatives, hypnotics or anxiolytics"
339,6C44.22,"Sedative, hypnotic or anxiolytic dependence, sustained partial remission","Disorder Name: Sedative, hypnotic or anxiolytic dependence, sustained partial remission
Disorder Code: 6C44.22
Disorder symptoms: After a diagnosis of Sedative, hypnotic or anxiolytic dependence, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in sedative, hypnotic or anxiolytic consumption for more than 12 months, such that even though sedative, hypnotic or anxiolytic use has occurred during this period, the definitional requirements for dependence have not been met.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Harmful pattern of use of sedatives, hypnotics or anxiolytics"
340,6C44.23,"Sedative, hypnotic or anxiolytic dependence, sustained full remission","Disorder Name: Sedative, hypnotic or anxiolytic dependence, sustained full remission
Disorder Code: 6C44.23
Disorder symptoms: After a diagnosis of sedative, hypnotic or anxiolytic dependence, and often following a treatment episode or other intervention (including self-intervention), the person has been abstinent from sedative, hypnotic or anxiolytic for 12 months or longer.
If you diagnose this disease exclude: Episode of harmful use of sedatives, hypnotics or anxiolytics; Harmful pattern of use of sedatives, hypnotics or anxiolytics"
341,6C44.2Z,"Sedative, hypnotic or anxiolytic dependence, unspecified",
342,6C44.3,"Sedative, hypnotic or anxiolytic intoxication","Disorder Name: Sedative, hypnotic or anxiolytic intoxication
Disorder Code: 6C44.3
Disorder symptoms: Sedative, hypnotic or anxiolytic intoxication is a clinically significant transient condition that develops during or shortly after the consumption of sedatives, hypnotics or anxiolytics that is characterised by disturbances in consciousness, cognition, perception, affect, behaviour, or coordination. These disturbances are caused by the known pharmacological effects of sedatives, hypnotics or anxiolytics and their intensity is closely related to the amount of sedatives, hypnotics or anxiolytics consumed. They are time-limited and abate as sedatives, hypnotics or anxiolytics are cleared from the body. Presenting features may include somnolence, impaired judgment, inappropriate behavior (including sexual behavior or aggression), slurred speech, impaired motor coordination, unsteady gait, mood changes, as well as impaired memory, attention and concentration. Nystagmus (repetitive, uncontrolled eye movements) is a common physical sign. In severe cases stupor or coma may occur.
If you have ""Bad trips"" due to sedatives, hypnotics or anxiolytics other inclusions could be: ""Bad trips"" due to sedatives, hypnotics or anxiolytics
If you diagnose this disease exclude: sedative, hypnotic drugs and other CNS depressants poisoning; Possession trance disorder"
343,6C44.40,"Sedative, hypnotic or anxiolytic withdrawal, uncomplicated","Disorder Name: Sedative, hypnotic or anxiolytic withdrawal, uncomplicated
Disorder Code: 6C44.40
Disorder symptoms: All diagnostic requirements for Sedative, hypnotic or anxiolytic withdrawal are met and the withdrawal state is not accompanied by perceptual disturbances or seizures.
"
344,6C44.41,"Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances","Disorder Name: Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances
Disorder Code: 6C44.41
Disorder symptoms: All diagnostic requirements for Sedative, hypnotic or anxiolytic withdrawal are met and the withdrawal state is accompanied by perceptual disturbances (e.g., visual or tactile hallucinations or illusions) with intact reality testing. There is no evidence of confusion and other diagnostic requirements for Delirium are not met. The withdrawal state is not accompanied by seizures.
"
345,6C44.42,"Sedative, hypnotic or anxiolytic withdrawal, with seizures","Disorder Name: Sedative, hypnotic or anxiolytic withdrawal, with seizures
Disorder Code: 6C44.42
Disorder symptoms: All diagnostic requirements for Sedative, hypnotic or anxiolytic withdrawal are met and the withdrawal state is accompanied by seizures (i.e., generalised tonic-clonic seizures) but not by perceptual disturbances.
"
346,6C44.43,"Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances and seizures","Disorder Name: Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances and seizures
Disorder Code: 6C44.43
Disorder symptoms: All diagnostic requirements for Sedative, hypnotic or anxiolytic withdrawal are met and the withdrawal state is accompanied by both seizures (i.e., generalised tonic-clonic seizures) and perceptual disturbances (e.g., visual or tactile hallucinations or illusions) with intact reality testing. Diagnostic requirements for Delirium are not met.
"
347,6C44.4Z,"Sedative, hypnotic or anxiolytic withdrawal, unspecified",
348,6C44.5,"Sedative, hypnotic or anxiolytic-induced delirium","Disorder Name: Sedative, hypnotic or anxiolytic-induced delirium
Disorder Code: 6C44.5
Disorder symptoms: Sedative, hypnotic or anxiolytic-induced delirium is characterised by an acute state of disturbed attention and awareness with specific features of delirium that develops during or soon after substance intoxication or withdrawal or during the use of sedatives, hypnotics, or anxiolytics. Specific features of Sedative, hypnotic or anxiolytic-induced delirium may include confusion and disorientation, paranoid delusions, and recurrent visual, tactile or auditory hallucinations. The amount and duration of sedative, hypnotic, or anxiolytic use must be capable of producing delirium. The symptoms are not better explained by a primary mental disorder, by use of or withdrawal from a different substance, or by another health condition that is not classified under Mental, behavioural and neurodevelopmental disorders.
If you have Delirium induced by sedative, hypnotic or anxiolytic withdrawal other inclusions could be: Delirium induced by sedative, hypnotic or anxiolytic withdrawal
"
349,6C44.6,"Sedative, hypnotic or anxiolytic-induced psychotic disorder","Disorder Name: Sedative, hypnotic or anxiolytic-induced psychotic disorder
Disorder Code: 6C44.6
Disorder symptoms: Sedative, hypnotic or anxiolytic-induced psychotic disorder is characterised by psychotic symptoms (e.g. delusions, hallucinations, disorganised thinking, grossly disorganised behaviour) that develop during or soon after intoxication with or withdrawal from sedatives, hypnotics or anxiolytics. The intensity or duration of the symptoms is substantially in excess of psychotic-like disturbances of perception, cognition, or behaviour that are characteristic of intoxication or withdrawal due to sedatives, hypnotics or anxiolytics. The amount and duration of sedative, hypnotic or anxiolytic use must be capable of producing psychotic symptoms. The symptoms are not better explained by a primary mental disorder (e.g. Schizophrenia, a Mood disorder with psychotic symptoms), as might be the case if the psychotic symptoms preceded the onset of the sedative, hypnotic or anxiolytic use, if the symptoms persist for a substantial period of time after cessation of the sedative, hypnotic or anxiolytic use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with psychotic symptoms (e.g. a history of prior episodes not associated with sedative, hypnotic or anxiolytic use).
"
350,6C44.70,"Sedative, hypnotic or anxiolytic-induced mood disorder","Disorder Name: Sedative, hypnotic or anxiolytic-induced mood disorder
Disorder Code: 6C44.70
Disorder symptoms: Sedative, hypnotic or anxiolytic-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with or withdrawal from sedatives, hypnotics or anxiolytics. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of intoxication or withdrawal due to sedatives, hypnotics or anxiolytics. The amount and duration of sedative, hypnotic or anxiolytic use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the sedative, hypnotic or anxiolytic use, if the symptoms persist for a substantial period of time after cessation of the sedative, hypnotic or anxiolytic use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with sedative, hypnotic or anxiolytic use).
"
351,6C44.71,"Sedative, hypnotic or anxiolytic-induced anxiety disorder","Disorder Name: Sedative, hypnotic or anxiolytic-induced anxiety disorder
Disorder Code: 6C44.71
Disorder symptoms: Sedative, hypnotic or anxiolytic-induced anxiety disorder is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with or withdrawal from sedatives, hypnotics or anxiolytics. The intensity or duration of the symptoms is substantially in excess of anxiety symptoms that are characteristic of intoxication or withdrawal due to sedatives, hypnotics or anxiolytics. The amount and duration of sedative, hypnotic or anxiolytic use must be capable of producing anxiety symptoms. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and Fear-Related Disorder, a Depressive Disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the sedative, hypnotic or anxiolytic use, if the symptoms persist for a substantial period of time after cessation of the sedative, hypnotic or anxiolytic use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with sedative, hypnotic or anxiolytic use).
"
352,6C44.Y,"Other specified disorders due to use of sedatives, hypnotics or anxiolytics",
353,6C44.Z,"Disorders due to use of sedatives, hypnotics or anxiolytics, unspecified",
354,6C45.0,Episode of harmful use of cocaine,"Disorder Name: Episode of harmful use of cocaine
Disorder Code: 6C45.0
Disorder symptoms: An episode of use of cocaine that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication~ (2) direct or secondary toxic effects on body organs and systems~ or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to cocaine intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of cocaine use.
If you diagnose this disease exclude: Cocaine dependence; Harmful pattern of use of cocaine"
355,6C45.10,"Harmful pattern of use of cocaine, episodic","Disorder Name: Harmful pattern of use of cocaine, episodic
Disorder Code: 6C45.10
Disorder symptoms: A pattern of episodic or intermittent cocaine use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic cocaine use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication~ (2) direct or secondary toxic effects on body organs and systems~ or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to cocaine intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of cocaine applies.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Cocaine dependence"
356,6C45.11,"Harmful pattern of use of cocaine, continuous","Disorder Name: Harmful pattern of use of cocaine, continuous
Disorder Code: 6C45.11
Disorder symptoms: A pattern of continuous (daily or almost daily) cocaine use that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of continuous cocaine use is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication~ (2) direct or secondary toxic effects on body organs and systems~ or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to cocaine intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of cocaine applies.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Cocaine dependence"
357,6C45.1Z,"Harmful pattern of use of cocaine, unspecified",
358,6C45.20,"Cocaine dependence, current use","Disorder Name: Cocaine dependence, current use
Disorder Code: 6C45.20
Disorder symptoms: Current cocaine dependence with cocaine use within the past month.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Harmful pattern of use of cocaine"
359,6C45.21,"Cocaine dependence, early full remission","Disorder Name: Cocaine dependence, early full remission
Disorder Code: 6C45.21
Disorder symptoms: After a diagnosis of Cocaine dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from cocaine during a period lasting between 1 and 12 months.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Harmful pattern of use of cocaine"
360,6C45.22,"Cocaine dependence, sustained partial remission","Disorder Name: Cocaine dependence, sustained partial remission
Disorder Code: 6C45.22
Disorder symptoms: After a diagnosis of Cocaine dependence, and often following a treatment episode or other intervention (including self-help intervention), there is a significant reduction in cocaine consumption for more than 12 months, such that even though cocaine use has occurred during this period, the definitional requirements for dependence have not been met.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Harmful pattern of use of cocaine"
361,6C45.23,"Cocaine dependence, sustained full remission","Disorder Name: Cocaine dependence, sustained full remission
Disorder Code: 6C45.23
Disorder symptoms: After a diagnosis of cocaine dependence, and often following a treatment episode or other intervention (including self-intervention), the person has been abstinent from cocaine for 12 months or longer.
If you diagnose this disease exclude: Episode of harmful use of cocaine; Harmful pattern of use of cocaine"
362,6C45.2Z,"Cocaine dependence, unspecified",
363,6C45.3,Cocaine intoxication,"Disorder Name: Cocaine intoxication
Disorder Code: 6C45.3
Disorder symptoms: Cocaine intoxication is a clinically significant transient condition that develops during or shortly after the consumption of cocaine that is characterised by disturbances in consciousness, cognition, perception, affect, behaviour, or coordination. These disturbances are caused by the known pharmacological effects of cocaine and their intensity is closely related to the amount of cocaine consumed. They are time-limited and abate as cocaine is cleared from the body. Presenting features may include inappropriate euphoria, anxiety, anger, impaired attention, hypervigilance, psychomotor agitation, paranoid ideation (sometimes of delusional intensity), auditory hallucinations, confusion, and changes in sociability. Perspiration or chills, nausea or vomiting, and palpitations and chest pain may be experienced. Physical signs may include tachycardia, elevated blood pressure, and pupillary dilatation. In rare instances, usually in severe intoxication, cocaine use can result in seizures, muscle weakness, dyskinesia, or dystonia.
If you diagnose this disease exclude: cocaine poisoning; Possession trance disorder"
364,6C45.4,Cocaine withdrawal,"Disorder Name: Cocaine withdrawal
Disorder Code: 6C45.4
Disorder symptoms: Cocaine withdrawal is a clinically significant cluster of symptoms, behaviours and/or physiological features, varying in degree of severity and duration, that occurs upon cessation or reduction of use of cocaine in individuals who have developed Cocaine dependence or have used cocaine for a prolonged period or in large amounts. Presenting features of Cocaine withdrawal may include dysphoric mood, irritability, fatigue, psychomotor retardation, vivid unpleasant dreams, insomnia or hypersomnia, increased appetite, anxiety, psychomotor agitation or retardation, and craving for cocaine.
"
365,6C45.5,Cocaine-induced delirium,"Disorder Name: Cocaine-induced delirium
Disorder Code: 6C45.5
Disorder symptoms: Cocaine-induced delirium is characterised by an acute state of disturbed attention and awareness with specific features of delirium that develops during or soon after substance intoxication or withdrawal or during the use of cocaine. The amount and duration of cocaine use must be capable of producing delirium. The symptoms are not better explained by a primary mental disorder, by use of or withdrawal from a different substance, or by another health condition that is not classified under Mental, behavioural, and neurodevelopmental disorders.
"
366,6C45.60,Cocaine-induced psychotic disorder with hallucinations,"Disorder Name: Cocaine-induced psychotic disorder with hallucinations
Disorder Code: 6C45.60
Disorder symptoms: Cocaine-induced psychotic disorder with hallucinations is characterised by the presence of hallucinations that are judged to be the direct consequence of cocaine use. Neither delusions nor other psychotic symptoms are present. The symptoms do not occur exclusively during hypnogogic or hypnopompic states, are not better accounted for by another mental and behavioural disorder (e.g., schizophrenia), and are not due to another disorder or disease classified elsewhere (e.g., epilepsies with visual symptoms).
"
367,6C45.61,Cocaine-induced psychotic disorder with delusions,"Disorder Name: Cocaine-induced psychotic disorder with delusions
Disorder Code: 6C45.61
Disorder symptoms: Cocaine-induced psychotic disorder with delusions is characterised by the by the presence of delusions that are judged to be the direct consequence of cocaine use. Neither hallucinations nor other psychotic symptoms are present. The symptoms do not occur exclusively during hypnogogic or hypnopompic states, are not better accounted for by another mental and behavioural disorder (e.g., schizophrenia), and are not due to another disorder or disease classified elsewhere (e.g., epilepsies with visual symptoms).
"
368,6C45.62,Cocaine-induced psychotic disorder with mixed psychotic symptoms,"Disorder Name: Cocaine-induced psychotic disorder with mixed psychotic symptoms
Disorder Code: 6C45.62
Disorder symptoms: Cocaine-induced psychotic disorder with mixed psychotic symptoms is characterised by the presence of multiple psychotic symptoms, primarily hallucinations and delusions, when these are judged to be the direct consequence of cocaine use. The symptoms do not occur exclusively during hypnogogic or hypnopompic states, are not better accounted for by another mental and behavioural disorder (e.g., Schizophrenia), and are not due to another disorder or disease classified elsewhere (e.g., epilepsies with visual symptoms).
"
369,6C45.6Z,"Cocaine-induced psychotic disorder, unspecified",
370,6C45.70,Cocaine-induced mood disorder,"Disorder Name: Cocaine-induced mood disorder
Disorder Code: 6C45.70
Disorder symptoms: Cocaine-induced mood disorder is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with or withdrawal from cocaine. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of Cocaine intoxication or Cocaine withdrawal. The amount and duration of cocaine use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the cocaine use, if the symptoms persist for a substantial period of time after cessation of the cocaine use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with cocaine use).
"
371,6C45.71,Cocaine-induced anxiety disorder,"Disorder Name: Cocaine-induced anxiety disorder
Disorder Code: 6C45.71
Disorder symptoms: Cocaine-induced anxiety disorder is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with or withdrawal from cocaine. The intensity or duration of the symptoms is substantially in excess of anxiety symptoms that are characteristic of Cocaine intoxication or Cocaine withdrawal. The amount and duration of cocaine use must be capable of producing anxiety symptoms. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and fear-related disorder, a Depressive disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the cocaine use, if the symptoms persist for a substantial period of time after cessation of the cocaine use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with cocaine use).
"
372,6C45.72,Cocaine-induced obsessive-compulsive or related disorder,"Disorder Name: Cocaine-induced obsessive-compulsive or related disorder
Disorder Code: 6C45.72
Disorder symptoms: Cocaine-induced obsessive-compulsive or related disorder is characterised by either repetitive intrusive thoughts or preoccupations, normally associated with anxiety and typically accompanied by repetitive behaviours performed in response, or by recurrent and habitual actions directed at the integument (e.g., hair pulling, skin picking) that develop during or soon after intoxication with or withdrawal from cocaine. The intensity or duration of the symptoms is substantially in excess of analogous disturbances that are characteristic of Cocaine intoxication or Cocaine withdrawal. The amount and duration of cocaine use must be capable of producing obsessive-compulsive or related symptoms. The symptoms are not better explained by a primary mental disorder (in particular an Obsessive-compulsive or related disorder), as might be the case if the symptoms preceded the onset of the cocaine use, if the symptoms persist for a substantial period of time after cessation of the cocaine use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with obsessive-compulsive or related symptoms (e.g., a history of prior episodes not associated with cocaine use).
"
